Product Name,Product Url,Prices,Rating,Number of Review
"Infinix HOT 30i (Marigold, 128 GB)",https://www.flipkart.com/infinix-hot-30i-marigold-128-gb/p/itm8b42a43b35895?pid=MOBGNPK2GNWPUGWW&lid=LSTMOBGNPK2GNWPUGWWWTPN01&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_1_11&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=8b9afe18-58a5-41c7-9af9-3f0f1dfe2e77.MOBGNPK2GNWPUGWW.SEARCH&ppt=None&ppn=None&ssid=skwah0vk680000001690221376448&qH=532c28d5412dd75b,"₹8,999",4.3,"2,661"
"Infinix HOT 30i (Diamond White, 128 GB)",https://www.flipkart.com/infinix-hot-30i-diamond-white-128-gb/p/itm8b42a43b35895?pid=MOBGNPK29ZWFHGGD&lid=LSTMOBGNPK29ZWFHGGDKTDNDX&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_1_12&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=8b9afe18-58a5-41c7-9af9-3f0f1dfe2e77.MOBGNPK29ZWFHGGD.SEARCH&ppt=None&ppn=None&ssid=skwah0vk680000001690221376448&qH=532c28d5412dd75b,"₹8,999",4.3,"2,661"
"Infinix SMART 7 (Night Black, 64 GB)",https://www.flipkart.com/infinix-smart-7-night-black-64-gb/p/itm7b72b66485a59?pid=MOBGMTW2T7W2UPB9&lid=LSTMOBGMTW2T7W2UPB9VAZZSU&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_1_13&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=8b9afe18-58a5-41c7-9af9-3f0f1dfe2e77.MOBGMTW2T7W2UPB9.SEARCH&ppt=None&ppn=None&ssid=skwah0vk680000001690221376448&qH=532c28d5412dd75b,"₹7,299",4.3,"2,400"
"Infinix HOT 30i (Diamond White, 64 GB)",https://www.flipkart.com/infinix-hot-30i-diamond-white-64-gb/p/itm8b42a43b35895?pid=MOBGNPK4PTXGANTP&lid=LSTMOBGNPK4PTXGANTPXFOPAU&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_1_14&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=8b9afe18-58a5-41c7-9af9-3f0f1dfe2e77.MOBGNPK4PTXGANTP.SEARCH&ppt=None&ppn=None&ssid=skwah0vk680000001690221376448&qH=532c28d5412dd75b,"₹7,999",4.3,567
"Infinix HOT 30i (Marigold, 64 GB)",https://www.flipkart.com/infinix-hot-30i-marigold-64-gb/p/itm8b42a43b35895?pid=MOBGNPK2KCH77U28&lid=LSTMOBGNPK2KCH77U289VSAZE&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_1_15&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=8b9afe18-58a5-41c7-9af9-3f0f1dfe2e77.MOBGNPK2KCH77U28.SEARCH&ppt=None&ppn=None&ssid=skwah0vk680000001690221376448&qH=532c28d5412dd75b,"₹7,999",4.3,567
"POCO C55 (Forest Green, 64 GB)",https://www.flipkart.com/poco-c55-forest-green-64-gb/p/itm8b99ef9bd674c?pid=MOBGMXSWFYZYWKTD&lid=LSTMOBGMXSWFYZYWKTDWKED3U&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_1_16&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=8b9afe18-58a5-41c7-9af9-3f0f1dfe2e77.MOBGMXSWFYZYWKTD.SEARCH&ppt=None&ppn=None&ssid=skwah0vk680000001690221376448&qH=532c28d5412dd75b,"₹8,499",4.2,"2,027"
"MOTOROLA G32 (Mineral Gray, 128 GB)",https://www.flipkart.com/motorola-g32-mineral-gray-128-gb/p/itm6061450cb40ac?pid=MOBGM2EHJUTMXMFV&lid=LSTMOBGM2EHJUTMXMFVL5MPKC&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_1_17&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=8b9afe18-58a5-41c7-9af9-3f0f1dfe2e77.MOBGM2EHJUTMXMFV.SEARCH&ppt=None&ppn=None&ssid=skwah0vk680000001690221376448&qH=532c28d5412dd75b,"₹11,999",4.1,"2,785"
"vivo T2x 5G (Aurora Gold, 128 GB)",https://www.flipkart.com/vivo-t2x-5g-aurora-gold-128-gb/p/itmcf0e8d553142a?pid=MOBGZBFUSEFSWASX&lid=LSTMOBGZBFUSEFSWASXKM9M4E&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_1_18&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=8b9afe18-58a5-41c7-9af9-3f0f1dfe2e77.MOBGZBFUSEFSWASX.SEARCH&ppt=None&ppn=None&ssid=skwah0vk680000001690221376448&qH=532c28d5412dd75b,"₹15,999",4.3,"1,053"
"MOTOROLA e13 (Cosmic Black, 64 GB)",https://www.flipkart.com/motorola-e13-cosmic-black-64-gb/p/itm2cd6a5ea435eb?pid=MOBGKHNBBMSUE94W&lid=LSTMOBGKHNBBMSUE94WYZAYPS&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_1_19&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=8b9afe18-58a5-41c7-9af9-3f0f1dfe2e77.MOBGKHNBBMSUE94W.SEARCH&ppt=None&ppn=None&ssid=skwah0vk680000001690221376448&qH=532c28d5412dd75b,"₹7,299",4,"2,873"
"vivo T2x 5G (Glimmer Black, 128 GB)",https://www.flipkart.com/vivo-t2x-5g-glimmer-black-128-gb/p/itmcf0e8d553142a?pid=MOBGZBFUF389GDMP&lid=LSTMOBGZBFUF389GDMPKCQWJ4&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_1_20&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=8b9afe18-58a5-41c7-9af9-3f0f1dfe2e77.MOBGZBFUF389GDMP.SEARCH&ppt=None&ppn=None&ssid=skwah0vk680000001690221376448&qH=532c28d5412dd75b,"₹13,999",4.4,"4,099"
"vivo T2x 5G (Aurora Gold, 128 GB)",https://www.flipkart.com/vivo-t2x-5g-aurora-gold-128-gb/p/itmcf0e8d553142a?pid=MOBGZBFUFNDXSGHS&lid=LSTMOBGZBFUFNDXSGHSI1GIZR&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&spotlightTagId=BestsellerId_tyy%2F4io&srno=s_1_21&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=8b9afe18-58a5-41c7-9af9-3f0f1dfe2e77.MOBGZBFUFNDXSGHS.SEARCH&ppt=None&ppn=None&ssid=skwah0vk680000001690221376448&qH=532c28d5412dd75b,"₹13,999",4.4,"4,099"
"vivo T2x 5G (Aurora Gold, 128 GB)",https://www.flipkart.com/vivo-t2x-5g-aurora-gold-128-gb/p/itmcf0e8d553142a?pid=MOBGZBFUQMTHYHSH&lid=LSTMOBGZBFUQMTHYHSHXWZGSH&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_1_22&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=8b9afe18-58a5-41c7-9af9-3f0f1dfe2e77.MOBGZBFUQMTHYHSH.SEARCH&ppt=None&ppn=None&ssid=skwah0vk680000001690221376448&qH=532c28d5412dd75b,"₹12,999",4.4,"2,072"
"vivo T2x 5G (Marine Blue, 128 GB)",https://www.flipkart.com/vivo-t2x-5g-marine-blue-128-gb/p/itmcf0e8d553142a?pid=MOBGZBFUZHRYUKVR&lid=LSTMOBGZBFUZHRYUKVRNME6VW&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_1_23&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=8b9afe18-58a5-41c7-9af9-3f0f1dfe2e77.MOBGZBFUZHRYUKVR.SEARCH&ppt=None&ppn=None&ssid=skwah0vk680000001690221376448&qH=532c28d5412dd75b,"₹15,999",4.3,"1,053"
"vivo T2x 5G (Glimmer Black, 128 GB)",https://www.flipkart.com/vivo-t2x-5g-glimmer-black-128-gb/p/itmcf0e8d553142a?pid=MOBGZBFUZEMCKRGE&lid=LSTMOBGZBFUZEMCKRGEW3VLBC&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_1_24&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=8b9afe18-58a5-41c7-9af9-3f0f1dfe2e77.MOBGZBFUZEMCKRGE.SEARCH&ppt=None&ppn=None&ssid=skwah0vk680000001690221376448&qH=532c28d5412dd75b,"₹15,999",4.3,"1,053"
"vivo T2x 5G (Glimmer Black, 128 GB)",https://www.flipkart.com/vivo-t2x-5g-glimmer-black-128-gb/p/itmcf0e8d553142a?pid=MOBGZBFUZDW5JHYW&lid=LSTMOBGZBFUZDW5JHYWSIG1N1&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_2_25&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=67035272-3c1c-4e9a-a0c1-cb25b0753a09.MOBGZBFUZDW5JHYW.SEARCH&ppt=None&ppn=None&ssid=6o2qfz7bf40000001690221379307&qH=532c28d5412dd75b,"₹12,999",4.4,"2,072"
"vivo T2x 5G (Aurora Gold, 128 GB)",https://www.flipkart.com/vivo-t2x-5g-aurora-gold-128-gb/p/itmcf0e8d553142a?pid=MOBGZBFUQMTHYHSH&lid=LSTMOBGZBFUQMTHYHSHXWZGSH&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_2_26&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=67035272-3c1c-4e9a-a0c1-cb25b0753a09.MOBGZBFUQMTHYHSH.SEARCH&ppt=None&ppn=None&ssid=6o2qfz7bf40000001690221379307&qH=532c28d5412dd75b,"₹12,999",4.4,"2,072"
"OPPO Reno10 5G (Silvery Grey, 256 GB)",https://www.flipkart.com/oppo-reno10-5g-silvery-grey-256-gb/p/itmdedc9618cea51?pid=MOBGQP3UFZA4KJYV&lid=LSTMOBGQP3UFZA4KJYVA5FVFS&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_2_27&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=en_3dsFeqBEu3Sd94agkn3m8YsQV_PEyhfAfOWMyKW27cR7IF3mZ4E8I3vGorXbc--aEedVYWBEuWhz4uq4gaIipw%3D%3D&ppt=None&ppn=None&ssid=6o2qfz7bf40000001690221379307&qH=532c28d5412dd75b,"₹32,999",Not Available,0
"Infinix HOT 30i (Glacier Blue, 128 GB)",https://www.flipkart.com/infinix-hot-30i-glacier-blue-128-gb/p/itm8b42a43b35895?pid=MOBGNPK2ZTGZBRXE&lid=LSTMOBGNPK2ZTGZBRXEAFQ5YT&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&spotlightTagId=BestsellerId_tyy%2F4io&srno=s_2_28&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=67035272-3c1c-4e9a-a0c1-cb25b0753a09.MOBGNPK2ZTGZBRXE.SEARCH&ppt=None&ppn=None&ssid=6o2qfz7bf40000001690221379307&qH=532c28d5412dd75b,"₹8,999",4.3,"2,661"
"MOTOROLA e32 (Arctic Blue, 64 GB)",https://www.flipkart.com/motorola-e32-arctic-blue-64-gb/p/itmcba3acdbd70d4?pid=MOBGEA3CAXGEKDRQ&lid=LSTMOBGEA3CAXGEKDRQ6462O0&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_2_29&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=67035272-3c1c-4e9a-a0c1-cb25b0753a09.MOBGEA3CAXGEKDRQ.SEARCH&ppt=None&ppn=None&ssid=6o2qfz7bf40000001690221379307&qH=532c28d5412dd75b,"₹7,999",3.9,716
"Infinix HOT 30i (Mirror Black, 64 GB)",https://www.flipkart.com/infinix-hot-30i-mirror-black-64-gb/p/itm8b42a43b35895?pid=MOBGNPK2QRUEBEHG&lid=LSTMOBGNPK2QRUEBEHGKBH4RF&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_2_30&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=67035272-3c1c-4e9a-a0c1-cb25b0753a09.MOBGNPK2QRUEBEHG.SEARCH&ppt=None&ppn=None&ssid=6o2qfz7bf40000001690221379307&qH=532c28d5412dd75b,"₹7,999",4.3,567
"Infinix HOT 30i (Mirror Black, 128 GB)",https://www.flipkart.com/infinix-hot-30i-mirror-black-128-gb/p/itm8b42a43b35895?pid=MOBGNPK2U9WQFJZX&lid=LSTMOBGNPK2U9WQFJZXOPAJY7&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_2_31&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=67035272-3c1c-4e9a-a0c1-cb25b0753a09.MOBGNPK2U9WQFJZX.SEARCH&ppt=None&ppn=None&ssid=6o2qfz7bf40000001690221379307&qH=532c28d5412dd75b,"₹8,999",4.3,"2,661"
"Infinix HOT 30i (Glacier Blue, 64 GB)",https://www.flipkart.com/infinix-hot-30i-glacier-blue-64-gb/p/itm8b42a43b35895?pid=MOBGNPK2BBNPWJYR&lid=LSTMOBGNPK2BBNPWJYRIQDVWM&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_2_32&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=67035272-3c1c-4e9a-a0c1-cb25b0753a09.MOBGNPK2BBNPWJYR.SEARCH&ppt=None&ppn=None&ssid=6o2qfz7bf40000001690221379307&qH=532c28d5412dd75b,"₹7,999",4.3,567
"POCO C51 (Power Black, 64 GB)",https://www.flipkart.com/poco-c51-power-black-64-gb/p/itm62bcd2634619e?pid=MOBGZCQFWM5HZHXX&lid=LSTMOBGZCQFWM5HZHXXVV2MKC&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_2_33&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=67035272-3c1c-4e9a-a0c1-cb25b0753a09.MOBGZCQFWM5HZHXX.SEARCH&ppt=None&ppn=None&ssid=6o2qfz7bf40000001690221379307&qH=532c28d5412dd75b,"₹7,499",4.2,"1,231"
"POCO M5 (Yellow, 64 GB)",https://www.flipkart.com/poco-m5-yellow-64-gb/p/itmb39102de199c5?pid=MOBGHMZEAF8F7HJS&lid=LSTMOBGHMZEAF8F7HJSURTYMM&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_2_34&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=67035272-3c1c-4e9a-a0c1-cb25b0753a09.MOBGHMZEAF8F7HJS.SEARCH&ppt=None&ppn=None&ssid=6o2qfz7bf40000001690221379307&qH=532c28d5412dd75b,"₹8,499",4.1,"1,027"
"POCO M5 (Icy Blue, 64 GB)",https://www.flipkart.com/poco-m5-icy-blue-64-gb/p/itmcc02f8aecb269?pid=MOBGHMZE5ERRQPJH&lid=LSTMOBGHMZE5ERRQPJHLZLI63&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_2_35&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=67035272-3c1c-4e9a-a0c1-cb25b0753a09.MOBGHMZE5ERRQPJH.SEARCH&ppt=None&ppn=None&ssid=6o2qfz7bf40000001690221379307&qH=532c28d5412dd75b,"₹8,499",4.1,"1,027"
"POCO C50 (Royal Blue, 32 GB)",https://www.flipkart.com/poco-c50-royal-blue-32-gb/p/itm36327e30a3aaa?pid=MOBGK8WZPS5BQRFA&lid=LSTMOBGK8WZPS5BQRFAEQXUQ9&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_2_36&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=67035272-3c1c-4e9a-a0c1-cb25b0753a09.MOBGK8WZPS5BQRFA.SEARCH&ppt=None&ppn=None&ssid=6o2qfz7bf40000001690221379307&qH=532c28d5412dd75b,"₹6,199",4,946
"MOTOROLA e13 (Creamy White, 64 GB)",https://www.flipkart.com/motorola-e13-creamy-white-64-gb/p/itmf3d07ab74c343?pid=MOBGKHNBQSZVJGZJ&lid=LSTMOBGKHNBQSZVJGZJXVIBSR&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_2_37&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=67035272-3c1c-4e9a-a0c1-cb25b0753a09.MOBGKHNBQSZVJGZJ.SEARCH&ppt=None&ppn=None&ssid=6o2qfz7bf40000001690221379307&qH=532c28d5412dd75b,"₹7,299",4,"2,873"
"POCO M5 (Power Black, 64 GB)",https://www.flipkart.com/poco-m5-power-black-64-gb/p/itm65951f4147fc4?pid=MOBGHMZEGDGXT2BT&lid=LSTMOBGHMZEGDGXT2BT6YTPRE&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_2_38&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=67035272-3c1c-4e9a-a0c1-cb25b0753a09.MOBGHMZEGDGXT2BT.SEARCH&ppt=None&ppn=None&ssid=6o2qfz7bf40000001690221379307&qH=532c28d5412dd75b,"₹8,499",4.1,"1,027"
"REDMI 11 Prime (Peppy Purple, 128 GB)",https://www.flipkart.com/redmi-11-prime-peppy-purple-128-gb/p/itm52d6b0fe396e9?pid=MOBGZHFGUHYSHQYM&lid=LSTMOBGZHFGUHYSHQYMWGOOJ0&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_2_39&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=67035272-3c1c-4e9a-a0c1-cb25b0753a09.MOBGZHFGUHYSHQYM.SEARCH&ppt=None&ppn=None&ssid=6o2qfz7bf40000001690221379307&qH=532c28d5412dd75b,"₹10,999",4.4,192
