Product Name,Product Url,Prices,Rating,Number of Review
Nokia 105 ss,https://www.flipkart.com/nokia-105-ss/p/itm5319c7a0413cb?pid=MOBEWXFKRHBRWFD5&lid=LSTMOBEWXFKRHBRWFD5MIYVOR&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_5_118&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=a7151b85-5721-433f-a1d6-7a3e0d281596.MOBEWXFKRHBRWFD5.SEARCH&ppt=None&ppn=None&ssid=cn8mbgybkw0000001690221388049&qH=532c28d5412dd75b,"₹1,549",4.3,"7,333"
Kechaoda K112,https://www.flipkart.com/kechaoda-k112/p/itmf3qzutndjrsrb?pid=MOBF3MG3MPFH6RNE&lid=LSTMOBF3MG3MPFH6RNEPD0UFM&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_5_119&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=a7151b85-5721-433f-a1d6-7a3e0d281596.MOBF3MG3MPFH6RNE.SEARCH&ppt=None&ppn=None&ssid=cn8mbgybkw0000001690221388049&qH=532c28d5412dd75b,"₹1,499",4,"2,296"
"POCO M4 Pro (Yellow, 128 GB)",https://www.flipkart.com/poco-m4-pro-yellow-128-gb/p/itm2c781ce3142ae?pid=MOBGBTHFVTYQCZQG&lid=LSTMOBGBTHFVTYQCZQGMHTOKH&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_5_120&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=a7151b85-5721-433f-a1d6-7a3e0d281596.MOBGBTHFVTYQCZQG.SEARCH&ppt=None&ppn=None&ssid=cn8mbgybkw0000001690221388049&qH=532c28d5412dd75b,"₹13,999",4.2,"1,829"
"OPPO Reno10 5G (Silvery Grey, 256 GB)",https://www.flipkart.com/oppo-reno10-5g-silvery-grey-256-gb/p/itmdedc9618cea51?pid=MOBGQP3UFZA4KJYV&lid=LSTMOBGQP3UFZA4KJYVA5FVFS&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_121&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=en_cxmJ1cBsVdx_VxdwCH7v5bAblQlDV0Cqtcp-sKUrYjzR0yHiCWvLx9WAWz3vKSbpEedVYWBEuWhz4uq4gaIipw%3D%3D&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,"₹32,999",Not Available,0
Micromax S114,https://www.flipkart.com/micromax-s114/p/itm4d4847db9bac4?pid=MOBGKHZBHE8PNGQJ&lid=LSTMOBGKHZBHE8PNGQJ4JKRJR&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_122&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBGKHZBHE8PNGQJ.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,₹908,3.7,15
Micromax S114,https://www.flipkart.com/micromax-s114/p/itm4d4847db9bac4?pid=MOBGKHZC76G4HPXT&lid=LSTMOBGKHZC76G4HPXTOMUIJE&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_123&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBGKHZC76G4HPXT.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,₹910,3.7,15
Nokia 105 ss,https://www.flipkart.com/nokia-105-ss/p/itm5319c7a0413cb?pid=MOBEWXFKRHBRWFD5&lid=LSTMOBEWXFKRHBRWFD5MIYVOR&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_124&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBEWXFKRHBRWFD5.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,"₹1,549",4.3,"7,333"
"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)",https://www.flipkart.com/samsung-galaxy-f13-sunrise-copper-64-gb/p/itm0d8c65ec17621?pid=MOBGENJWWRYSFC5P&lid=LSTMOBGENJWWRYSFC5P0ONQMC&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_125&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBGENJWWRYSFC5P.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,"₹10,999",4.3,"9,205"
"POCO X5 Pro 5G (Astral Black, 256 GB)",https://www.flipkart.com/poco-x5-pro-5g-astral-black-256-gb/p/itm6bf766212d183?pid=MOBGMDKQJ9WVEFYK&lid=LSTMOBGMDKQJ9WVEFYKZEUY55&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_126&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBGMDKQJ9WVEFYK.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,"₹24,999",4.3,"1,031"
"realme 10 Pro 5G (Dark Matter, 128 GB)",https://www.flipkart.com/realme-10-pro-5g-dark-matter-128-gb/p/itm1e672d12a252e?pid=MOBGK8VHZGEEGXFR&lid=LSTMOBGK8VHZGEEGXFRIWIE6H&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_127&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBGK8VHZGEEGXFR.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,"₹19,999",4.3,"1,720"
"POCO X5 5G (Wildcat Blue, 128 GB)",https://www.flipkart.com/poco-x5-5g-wildcat-blue-128-gb/p/itm6a8049291a98f?pid=MOBGNBFBPH6Q5ZN4&lid=LSTMOBGNBFBPH6Q5ZN4WSEDVR&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_128&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBGNBFBPH6Q5ZN4.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,"₹15,999",4.1,907
"POCO C55 (Forest Green, 128 GB)",https://www.flipkart.com/poco-c55-forest-green-128-gb/p/itm7ed4c1ff2689f?pid=MOBGMXSWCYATKHYR&lid=LSTMOBGMXSWCYATKHYRKSVQMR&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_129&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBGMXSWCYATKHYR.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,"₹9,499",4.1,"1,364"
"REDMI A1+ (Light Blue, 32 GB)",https://www.flipkart.com/redmi-a1-light-blue-32-gb/p/itmae4738195e03c?pid=MOBGGYBAGFD4H23B&lid=LSTMOBGGYBAGFD4H23BT8EH5A&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_130&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBGGYBAGFD4H23B.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,"₹6,599",4.1,405
"REDMI 10 (Caribbean Green, 128 GB)",https://www.flipkart.com/redmi-10-caribbean-green-128-gb/p/itm2389889c22bf0?pid=MOBGC9GYQVJHKH76&lid=LSTMOBGC9GYQVJHKH76IXAL5V&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_131&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBGC9GYQVJHKH76.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,"₹10,999",4.2,"2,743"
"realme 10 Pro 5G (Nebula Blue, 128 GB)",https://www.flipkart.com/realme-10-pro-5g-nebula-blue-128-gb/p/itm1e672d12a252e?pid=MOBGK8VHHFY5VCAY&lid=LSTMOBGK8VHHFY5VCAYOXEXVI&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_132&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBGK8VHHFY5VCAY.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,"₹19,999",4.3,"1,720"
"realme 10 Pro 5G (Nebula Blue, 128 GB)",https://www.flipkart.com/realme-10-pro-5g-nebula-blue-128-gb/p/itm1e672d12a252e?pid=MOBGK8VHX6FDJPCE&lid=LSTMOBGK8VHX6FDJPCEW9XIEE&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_133&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBGK8VHX6FDJPCE.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,"₹18,999",4.3,"2,270"
"realme 10 Pro 5G (Hyperspace, 128 GB)",https://www.flipkart.com/realme-10-pro-5g-hyperspace-128-gb/p/itm1e672d12a252e?pid=MOBGK8VHECUBAZFA&lid=LSTMOBGK8VHECUBAZFAPQMQUM&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_134&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBGK8VHECUBAZFA.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,"₹18,999",4.3,"2,270"
"realme 10 Pro 5G (Hyperspace, 128 GB)",https://www.flipkart.com/realme-10-pro-5g-hyperspace-128-gb/p/itm1e672d12a252e?pid=MOBGK8VHZPVGJCES&lid=LSTMOBGK8VHZPVGJCES9YRIWN&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_135&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBGK8VHZPVGJCES.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,"₹19,999",4.3,"1,720"
Nokia 105 TA-1459 DS,https://www.flipkart.com/nokia-105-ta-1459-ds/p/itmad77c1f39fbc5?pid=MOBGC96FYY5TVSUF&lid=LSTMOBGC96FYY5TVSUFSYHQDK&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_136&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBGC96FYY5TVSUF.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,"₹1,651",4.1,286
"APPLE iPhone 13 (Pink, 128 GB)",https://www.flipkart.com/apple-iphone-13-pink-128-gb/p/itm6e30c6ee045d2?pid=MOBG6VF5GXVFTQ5Y&lid=LSTMOBG6VF5GXVFTQ5YSGQY4O&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_137&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBG6VF5GXVFTQ5Y.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,"₹61,999",4.7,"12,047"
itel It2171,https://www.flipkart.com/itel-it2171/p/itmffygvnzbzeu6b?pid=MOBFFYCABZG6ZVK8&lid=LSTMOBFFYCABZG6ZVK8CRLMSH&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_138&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBFFYCABZG6ZVK8.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,₹999,4.1,500
Snexian GURU 310,https://www.flipkart.com/snexian-guru-310/p/itmf3wby4mynzdtz?pid=MOBGY3U7XYDG5RWC&lid=LSTMOBGY3U7XYDG5RWCN4UJMQ&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_139&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBGY3U7XYDG5RWC.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,₹699,3.3,"1,628"
Micromax X512,https://www.flipkart.com/micromax-x512/p/itmfhwvhrwhxq5tu?pid=MOBG8C3FGAQYHKFK&lid=LSTMOBG8C3FGAQYHKFKLFWUST&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_140&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBG8C3FGAQYHKFK.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,₹975,4.1,63
LAVA A1 2021,https://www.flipkart.com/lava-a1-2021/p/itmc65e39a60ed05?pid=MOBG5JYQZHBMYAQD&lid=LSTMOBG5JYQZHBMYAQD9IMVWT&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_141&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBG5JYQZHBMYAQD.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,"₹1,149",4.1,407
"REDMI Note 12 (Sunrise Gold, 64 GB)",https://www.flipkart.com/redmi-note-12-sunrise-gold-64-gb/p/itm5d170187bcbf0?pid=MOBGNYHZ7ZGHES2V&lid=LSTMOBGNYHZ7ZGHES2VQILAET&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_142&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBGNYHZ7ZGHES2V.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,"₹13,999",4.1,676
GFive U873,https://www.flipkart.com/gfive-u873/p/itm7f11a0fcac893?pid=MOBG6KG2K5VD55JQ&lid=LSTMOBG6KG2K5VD55JQKVDEA5&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_143&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBG6KG2K5VD55JQ.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,₹665,3.6,861
"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)",https://www.flipkart.com/samsung-galaxy-f13-waterfall-blue-128-gb/p/itm85a305642eb7b?pid=MOBGENJWVWYAAVG5&lid=LSTMOBGENJWVWYAAVG5AKPCP0&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_144&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBGENJWVWYAAVG5.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,"₹11,999",4.3,"9,205"
"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)",https://www.flipkart.com/samsung-galaxy-f13-waterfall-blue-128-gb/p/itm85a305642eb7b?pid=MOBGENJWVWYAAVG5&lid=LSTMOBGENJWVWYAAVG5AKPCP0&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_145&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=7913ad94-5e3f-4da4-9233-bec25e66b68b.MOBGENJWVWYAAVG5.SEARCH&ppt=None&ppn=None&ssid=slwxe3hnhc0000001690221393662&qH=532c28d5412dd75b,"₹11,999",4.3,"9,205"
"realme C33 2023 (Night Sea, 128 GB)",https://www.flipkart.com/realme-c33-2023-night-sea-128-gb/p/itmd11d6ad894265?pid=MOBGMWBWPNXAPGW4&lid=LSTMOBGMWBWPNXAPGW4ZBMSOB&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_146&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=7913ad94-5e3f-4da4-9233-bec25e66b68b.MOBGMWBWPNXAPGW4.SEARCH&ppt=None&ppn=None&ssid=slwxe3hnhc0000001690221393662&qH=532c28d5412dd75b,"₹10,499",4.4,621
"OPPO Reno10 5G (Silvery Grey, 256 GB)",https://www.flipkart.com/oppo-reno10-5g-silvery-grey-256-gb/p/itmdedc9618cea51?pid=MOBGQP3UFZA4KJYV&lid=LSTMOBGQP3UFZA4KJYVA5FVFS&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_147&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=en_oNDnoUIE9EuLkt-GW0kruYG2-llgqu19cYLqE5IyBX15ksDyCZhfqGrp2ViXhea6EedVYWBEuWhz4uq4gaIipw%3D%3D&ppt=None&ppn=None&ssid=slwxe3hnhc0000001690221393662&qH=532c28d5412dd75b,"₹32,999",Not Available,0
"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)",https://www.flipkart.com/samsung-galaxy-f23-5g-forest-green-128-gb/p/itm4001e68fda319?pid=MOBGBKQF3QM4GHWN&lid=LSTMOBGBKQF3QM4GHWNJ56YXY&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_148&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=7913ad94-5e3f-4da4-9233-bec25e66b68b.MOBGBKQF3QM4GHWN.SEARCH&ppt=None&ppn=None&ssid=slwxe3hnhc0000001690221393662&qH=532c28d5412dd75b,"₹16,999",4.3,"15,390"
"SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)",https://www.flipkart.com/samsung-galaxy-f14-5g-goat-green-128-gb/p/itm538a06ee7dc98?pid=MOBGNBFN6EZTDAPU&lid=LSTMOBGNBFN6EZTDAPU7HAR6Q&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_149&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=7913ad94-5e3f-4da4-9233-bec25e66b68b.MOBGNBFN6EZTDAPU.SEARCH&ppt=None&ppn=None&ssid=slwxe3hnhc0000001690221393662&qH=532c28d5412dd75b,"₹13,990",4.2,722
SAMSUNG Guru Music 2,https://www.flipkart.com/samsung-guru-music-2/p/itm2c9ea56f8959f?pid=MOBG9UNGRAUHZEUH&lid=LSTMOBG9UNGRAUHZEUHIN2NQS&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_150&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=7913ad94-5e3f-4da4-9233-bec25e66b68b.MOBG9UNGRAUHZEUH.SEARCH&ppt=None&ppn=None&ssid=slwxe3hnhc0000001690221393662&qH=532c28d5412dd75b,"₹2,899",4.3,"18,950"
"POCO X5 5G (Jaguar Black, 256 GB)",https://www.flipkart.com/poco-x5-5g-jaguar-black-256-gb/p/itm72b2f2656bf5a?pid=MOBGNBFBZBKUEVM6&lid=LSTMOBGNBFBZBKUEVM6ITBYV6&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_151&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=7913ad94-5e3f-4da4-9233-bec25e66b68b.MOBGNBFBZBKUEVM6.SEARCH&ppt=None&ppn=None&ssid=slwxe3hnhc0000001690221393662&qH=532c28d5412dd75b,"₹17,999",4.1,318
"REDMI Note 12 (Lunar Black, 64 GB)",https://www.flipkart.com/redmi-note-12-lunar-black-64-gb/p/itm6756d6e7a86be?pid=MOBGNYHZJGGE3ZHM&lid=LSTMOBGNYHZJGGE3ZHMWSTXBO&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_152&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=7913ad94-5e3f-4da4-9233-bec25e66b68b.MOBGNYHZJGGE3ZHM.SEARCH&ppt=None&ppn=None&ssid=slwxe3hnhc0000001690221393662&qH=532c28d5412dd75b,"₹13,999",4.1,676
Kechaoda K66 The Music House 4,https://www.flipkart.com/kechaoda-k66-music-house-4/p/itmcf4eb19d6ceeb?pid=MOBGYH85RPBPZZGZ&lid=LSTMOBGYH85RPBPZZGZHSXF31&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_153&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=7913ad94-5e3f-4da4-9233-bec25e66b68b.MOBGYH85RPBPZZGZ.SEARCH&ppt=None&ppn=None&ssid=slwxe3hnhc0000001690221393662&qH=532c28d5412dd75b,"₹1,170",3.9,"1,317"
"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)",https://www.flipkart.com/samsung-galaxy-f23-5g-aqua-blue-128-gb/p/itme54bc0c2292f4?pid=MOBGBKQF45XPEUHA&lid=LSTMOBGBKQF45XPEUHAYAHBJE&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_154&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=7913ad94-5e3f-4da4-9233-bec25e66b68b.MOBGBKQF45XPEUHA.SEARCH&ppt=None&ppn=None&ssid=slwxe3hnhc0000001690221393662&qH=532c28d5412dd75b,"₹16,999",4.3,"15,390"
"realme C33 2023 (Sandy Gold, 128 GB)",https://www.flipkart.com/realme-c33-2023-sandy-gold-128-gb/p/itmd11d6ad894265?pid=MOBGMWBW6FBFRP6G&lid=LSTMOBGMWBW6FBFRP6GAZEZTA&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_155&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=7913ad94-5e3f-4da4-9233-bec25e66b68b.MOBGMWBW6FBFRP6G.SEARCH&ppt=None&ppn=None&ssid=slwxe3hnhc0000001690221393662&qH=532c28d5412dd75b,"₹10,499",4.4,621
"REDMI Note 12 5G (Mystique Blue, 128 GB)",https://www.flipkart.com/redmi-note-12-5g-mystique-blue-128-gb/p/itmaea3f0fd78b50?pid=MOBGHNFJAST9V6XR&lid=LSTMOBGHNFJAST9V6XRMOFRBY&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_156&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=7913ad94-5e3f-4da4-9233-bec25e66b68b.MOBGHNFJAST9V6XR.SEARCH&ppt=None&ppn=None&ssid=slwxe3hnhc0000001690221393662&qH=532c28d5412dd75b,"₹18,999",4.1,227
GFive U220+,https://www.flipkart.com/gfive-u220/p/itmevt7xhmugt9v6?pid=MOBG6BFF2HZTQBAW&lid=LSTMOBG6BFF2HZTQBAW6SA9GY&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_157&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=7913ad94-5e3f-4da4-9233-bec25e66b68b.MOBG6BFF2HZTQBAW.SEARCH&ppt=None&ppn=None&ssid=slwxe3hnhc0000001690221393662&qH=532c28d5412dd75b,₹699,3.5,581
